Batsman,Bowler,Zero,One,Two,Three,Four,Five,Six,Wicket,batting_style,bowling_arm,bowling_style
MJ Guptill,Z Khan,6,2,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium
MJ Guptill,DS Kulkarni,2,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
MJ Guptill,P Kumar,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
MJ Guptill,B Kumar,2,0,1,0,0,0,0,1,Right-hand bat,Right-arm,medium
MJ Guptill,CH Morris,2,2,0,0,0,0,1,0,Right-hand bat,Right-arm,fast-medium
MJ Guptill,A Mishra,4,4,0,0,1,0,0,0,Right-hand bat,Right-arm,legbreak
MJ Guptill,S Nadeem,5,3,0,2,0,0,0,0,Right-hand bat,Left-arm,slow
GB Hogg,Anureet Singh,0,1,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
GB Hogg,A Nehra,0,0,1,0,0,0,0,0,Left-hand bat,Left-arm,medium-fast
GB Hogg,BE Hendricks,0,1,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
GB Hogg,Sandeep Sharma,0,3,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
GB Hogg,R Vinay Kumar,0,3,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
GB Hogg,Z Khan,0,3,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
GB Hogg,SL Malinga,2,1,0,0,0,0,0,0,Left-hand bat,Right-arm,fast
GB Hogg,HV Patel,1,1,1,0,1,0,0,1,Left-hand bat,Right-arm,medium
GB Hogg,MM Patel,0,1,0,0,0,0,0,1,Left-hand bat,Right-arm,medium-fast
GD McGrath,MM Patel,2,0,0,0,1,0,0,0,Right-hand bat,Right-arm,medium-fast
GD McGrath,DS Kulkarni,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
CK Kapugedera,GD McGrath,0,3,1,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
CK Kapugedera,SR Watson,5,3,1,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
CK Kapugedera,VY Mahesh,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
CK Kapugedera,DS Kulkarni,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
CK Kapugedera,Sohail Tanvir,0,3,0,0,0,0,0,1,Right-hand bat,Left-arm,medium-fast
CK Kapugedera,Mohammad Asif,1,3,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
A Singh,AB Agarkar,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
A Singh,SK Raina,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
A Singh,Shakib Al Hasan,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
A Singh,A Mishra,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,legbreak
A Singh,KA Pollard,2,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
A Singh,DE Bollinger,0,1,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
TM Srivastava,VY Mahesh,2,2,0,1,0,0,0,1,Left-hand bat,Right-arm,medium-fast
TM Srivastava,GD McGrath,1,2,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
TM Srivastava,Umar Gul,0,1,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
TM Srivastava,P Kumar,1,0,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
M Kartik,DP Nannes,0,1,0,0,0,0,0,0,Left-hand bat,Left-arm,fast
M Kartik,A Nehra,0,2,1,0,0,0,0,0,Left-hand bat,Left-arm,medium-fast
M Kartik,JEC Franklin,1,2,0,0,0,0,0,0,Left-hand bat,Left-arm,medium
M Kartik,PP Ojha,1,1,0,0,1,0,1,0,Left-hand bat,Left-arm,slow
M Kartik,JDP Oram,0,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast-medium
M Kartik,AB McDonald,0,1,0,0,0,0,0,1,Left-hand bat,Right-arm,fast-medium
M Kartik,I Sharma,0,2,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
M Kartik,MS Gony,0,1,1,0,0,0,0,0,Left-hand bat,Right-arm,medium
M Kartik,MM Patel,2,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium-fast
M Kartik,DE Bollinger,1,1,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
M Kartik,DJ Bravo,1,4,1,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
M Kartik,AN Ahmed,0,2,0,0,1,0,0,0,Left-hand bat,Right-arm,medium-fast
M Kartik,STR Binny,0,2,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
M Kartik,Harmeet Singh,0,2,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
M Kartik,FH Edwards,1,2,1,0,0,0,0,0,Left-hand bat,Right-arm,fast
M Kartik,AG Murtaza,1,1,0,0,0,0,0,0,Left-hand bat,Left-arm,slow
M Kartik,M Muralitharan,6,4,1,0,1,0,0,0,Left-hand bat,Right-arm,offbreak
M Kartik,Z Khan,0,1,1,0,1,0,0,0,Left-hand bat,Left-arm,fast-medium
M Kartik,L Balaji,0,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium-fast
M Kartik,DS Kulkarni,3,1,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
M Kartik,DW Steyn,1,3,1,0,0,0,0,0,Left-hand bat,Right-arm,fast
M Kartik,SL Malinga,2,4,0,0,0,0,0,1,Left-hand bat,Right-arm,fast
M Kartik,RP Singh,0,3,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
M Kartik,CRD Fernando,0,2,0,0,1,0,0,1,Left-hand bat,Right-arm,fast-medium
M Kartik,SB Styris,0,1,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
M Kartik,PJ Sangwan,1,2,0,0,0,0,0,0,Left-hand bat,Left-arm,medium
M Kartik,SR Watson,0,2,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
M Kartik,SK Raina,0,1,0,1,0,0,0,0,Left-hand bat,Right-arm,offbreak
M Kartik,R Vinay Kumar,2,1,0,0,1,0,0,0,Left-hand bat,Right-arm,medium
M Kartik,SW Tait,1,4,0,0,0,0,0,0,Left-hand bat,Right-arm,fast
M Kartik,P Kumar,0,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium
M Kartik,R Ashwin,2,3,0,0,1,0,0,0,Left-hand bat,Right-arm,offbreak
M Kartik,ST Jayasuriya,0,1,0,0,0,0,0,0,Left-hand bat,Left-arm,slow
M Kartik,R Bhatia,0,2,1,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
RE Levi,JA Morkel,4,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
RE Levi,A Singh,2,3,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
RE Levi,DJ Bravo,3,0,0,0,0,0,1,1,Right-hand bat,Right-arm,medium-fast
RE Levi,SK Trivedi,0,3,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
RE Levi,RA Jadeja,1,1,0,0,2,0,1,0,Right-hand bat,Left-arm,slow
RE Levi,DW Steyn,5,1,0,0,0,0,0,2,Right-hand bat,Right-arm,fast
RE Levi,KK Cooper,2,0,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
RE Levi,R Ashwin,5,3,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak
RE Levi,IK Pathan,2,1,0,0,0,0,0,0,Right-hand bat,Left-arm,medium-fast
RE Levi,Ankit Sharma,0,2,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
RE Levi,M Kartik,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
RE Levi,GB Hogg,0,1,0,0,1,0,0,1,Right-hand bat,Left-arm,slow
RE Levi,S Nadeem,0,0,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
RE Levi,AA Chavan,5,0,0,0,2,0,1,0,Right-hand bat,Left-arm,slow
RE Levi,DE Bollinger,5,2,0,0,4,0,0,0,Right-hand bat,Left-arm,fast-medium
MJ Lumb,JA Morkel,3,2,3,0,4,0,2,2,Left-hand bat,Right-arm,medium-fast
MJ Lumb,T Thushara,4,0,0,0,1,0,0,0,Left-hand bat,Left-arm,fast-medium
MJ Lumb,S Tyagi,4,1,1,0,2,0,1,0,Left-hand bat,Right-arm,medium
MJ Lumb,WPUJC Vaas,4,2,0,0,2,0,0,0,Left-hand bat,Left-arm,fast-medium
MJ Lumb,PP Ojha,1,2,0,0,0,0,0,0,Left-hand bat,Left-arm,slow
MJ Lumb,PP Chawla,5,2,0,0,1,0,1,1,Left-hand bat,Left-arm,legbreak
MJ Lumb,Bipul Sharma,0,2,0,0,2,0,0,0,Left-hand bat,Left-arm,slow
MJ Lumb,JH Kallis,1,2,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
MJ Lumb,DE Bollinger,5,1,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
MJ Lumb,RJ Harris,5,0,0,0,0,0,1,0,Left-hand bat,Right-arm,fast
MJ Lumb,S Sreesanth,11,5,0,0,5,0,0,0,Left-hand bat,Right-arm,fast-medium
MJ Lumb,R Sharma,3,5,1,0,0,0,0,0,Left-hand bat,Right-arm,legbreak
MJ Lumb,RS Bopara,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium
MJ Lumb,RR Powar,5,0,0,0,2,0,0,0,Left-hand bat,Right-arm,offbreak
MJ Lumb,IK Pathan,5,0,0,0,6,0,0,0,Left-hand bat,Left-arm,medium-fast
MJ Lumb,Z Khan,2,0,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
MJ Lumb,A Kumble,4,1,0,0,1,0,0,1,Left-hand bat,Right-arm,legbreak
MJ Lumb,DW Steyn,5,2,0,0,0,0,0,0,Left-hand bat,Right-arm,fast
MJ Lumb,SL Malinga,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast
MJ Lumb,RP Singh,2,1,0,0,5,0,0,1,Left-hand bat,Left-arm,fast-medium
MJ Lumb,DS Kulkarni,1,0,0,0,2,0,0,1,Left-hand bat,Right-arm,medium
MJ Lumb,M Muralitharan,4,1,0,0,2,0,0,0,Left-hand bat,Right-arm,offbreak
MJ Lumb,DR Smith,0,1,0,0,2,0,0,0,Left-hand bat,Right-arm,medium
MJ Lumb,SJ Srivastava,1,3,2,0,3,0,0,0,Left-hand bat,Left-arm,fast-medium
MJ Lumb,RG Sharma,1,3,1,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
MJ Lumb,R Vinay Kumar,1,1,0,1,0,0,0,0,Left-hand bat,Right-arm,medium
MJ Lumb,AB Dinda,0,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium-fast
MJ Lumb,P Kumar,3,2,0,0,1,0,0,0,Left-hand bat,Right-arm,medium
MJ Lumb,MF Maharoof,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast-medium
MJ Lumb,J Theron,3,2,1,0,4,0,1,0,Left-hand bat,Right-arm,medium-fast
Iqbal Abdulla,M Muralitharan,2,1,0,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
Iqbal Abdulla,DJ Bravo,5,4,0,0,3,0,0,1,Left-hand bat,Right-arm,medium-fast
Iqbal Abdulla,DR Smith,1,1,1,0,0,0,0,0,Left-hand bat,Right-arm,medium
Iqbal Abdulla,KK Cooper,1,1,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
Iqbal Abdulla,JJ Bumrah,4,1,0,0,3,0,0,0,Left-hand bat,Right-arm,medium
Iqbal Abdulla,SB Jakati,1,4,0,0,0,0,1,0,Left-hand bat,Left-arm,slow
Iqbal Abdulla,MG Johnson,1,0,0,0,0,0,0,0,Left-hand bat,Left-arm,fast
Iqbal Abdulla,HH Pandya,2,1,0,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
Iqbal Abdulla,R Vinay Kumar,1,1,2,0,0,0,0,0,Left-hand bat,Right-arm,medium
Iqbal Abdulla,Harbhajan Singh,1,2,0,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
Iqbal Abdulla,Anand Rajan,1,2,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
Iqbal Abdulla,P Kumar,1,0,1,0,0,0,0,0,Left-hand bat,Right-arm,medium
Iqbal Abdulla,RE van der Merwe,0,1,0,0,0,0,0,0,Left-hand bat,Left-arm,slow
Iqbal Abdulla,MJ McClenaghan,1,1,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
Iqbal Abdulla,B Kumar,1,0,0,0,1,0,0,0,Left-hand bat,Right-arm,medium
Iqbal Abdulla,SL Malinga,5,5,0,0,1,0,0,0,Left-hand bat,Right-arm,fast
Iqbal Abdulla,RP Singh,0,2,0,0,1,0,0,0,Left-hand bat,Left-arm,fast-medium
Iqbal Abdulla,TG Southee,1,1,1,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
Iqbal Abdulla,RA Jadeja,2,2,0,0,0,0,0,0,Left-hand bat,Left-arm,slow
Iqbal Abdulla,MF Maharoof,1,1,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
SK Warne,JA Morkel,1,4,0,0,2,0,0,1,Right-hand bat,Right-arm,medium-fast
SK Warne,V Sehwag,0,1,0,0,1,0,0,0,Right-hand bat,Right-arm,offbreak
SK Warne,DL Vettori,2,4,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
SK Warne,Y Venugopal Rao,1,3,0,0,0,0,2,0,Right-hand bat,Right-arm,offbreak
SK Warne,RR Raje,1,2,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
SK Warne,BJ Hodge,2,1,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
SK Warne,PP Ojha,3,4,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
SK Warne,JDP Oram,3,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
SK Warne,I Sharma,2,2,1,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
SK Warne,CK Langeveldt,1,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
SK Warne,M Ntini,0,2,0,0,1,0,0,0,Right-hand bat,Right-arm,fast
SK Warne,A Mishra,3,0,0,0,0,0,1,3,Right-hand bat,Right-arm,legbreak
SK Warne,BA Bhatt,1,1,0,0,1,0,0,0,Right-hand bat,Left-arm,slow
SK Warne,YA Abdulla,4,3,0,0,1,0,0,0,Right-hand bat,Left-arm,fast-medium
SK Warne,Harmeet Singh,1,0,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
SK Warne,CH Gayle,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
SK Warne,GD McGrath,3,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
SK Warne,Shoaib Ahmed,1,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
SK Warne,Shahid Afridi,2,0,0,0,1,0,0,0,Right-hand bat,Right-arm,legbreak
SK Warne,Shakib Al Hasan,1,1,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
SK Warne,P Parameswaran,4,1,0,0,0,0,0,0,Right-hand bat,Left-arm,medium
SK Warne,M Kartik,0,1,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
SK Warne,RR Powar,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
SK Warne,SB Jakati,1,1,1,0,0,0,1,0,Right-hand bat,Left-arm,slow
SK Warne,LR Shukla,7,4,1,0,1,0,0,0,Right-hand bat,Right-arm,medium
SK Warne,VRV Singh,0,5,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
SK Warne,M Muralitharan,1,0,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
SK Warne,L Balaji,5,6,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
SK Warne,VY Mahesh,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
SK Warne,A Kumble,4,0,0,0,0,0,0,2,Right-hand bat,Right-arm,legbreak
SK Warne,SE Bond,3,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast
SK Warne,A Symonds,0,0,0,0,1,0,2,0,Right-hand bat,Right-arm,medium
SK Warne,SL Malinga,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
SK Warne,RP Singh,2,3,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium
SK Warne,B Geeves,3,0,1,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
SK Warne,PJ Sangwan,2,1,2,0,0,0,0,0,Right-hand bat,Left-arm,medium
SK Warne,Umar Gul,0,1,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium
SK Warne,AB Agarkar,2,1,0,0,0,0,0,1,Right-hand bat,Right-arm,fast
SK Warne,SK Raina,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
SK Warne,IK Pathan,3,3,2,0,1,0,0,0,Right-hand bat,Left-arm,medium-fast
SK Warne,R Vinay Kumar,3,1,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
SK Warne,SS Sarkar,3,4,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
SK Warne,AB Dinda,2,1,1,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
SK Warne,P Kumar,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
SK Warne,Yuvraj Singh,3,3,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
SK Warne,MF Maharoof,0,0,0,0,0,0,0,2,Right-hand bat,Right-arm,fast-medium
SK Warne,JD Ryder,2,1,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
SK Warne,RG Sharma,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
SK Warne,B Lee,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
SK Warne,DS Kulkarni,2,1,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
SK Warne,PP Chawla,2,2,0,0,1,0,0,0,Right-hand bat,Left-arm,legbreak
RV Uthappa,JA Morkel,12,9,3,1,3,0,2,2,Right-hand bat,Right-arm,medium-fast
RV Uthappa,RG More,1,7,7,0,1,0,0,0,Right-hand bat,Right-arm,medium
RV Uthappa,T Thushara,4,2,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
RV Uthappa,CR Brathwaite,2,11,1,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,BE Hendricks,1,1,0,0,1,0,0,0,Right-hand bat,Left-arm,fast-medium
RV Uthappa,DJ Muthuswami,1,1,0,0,1,0,0,1,Right-hand bat,Right-arm,medium
RV Uthappa,JDP Oram,1,2,0,0,3,0,1,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,AB McDonald,0,1,0,0,0,0,1,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,MJ McClenaghan,3,6,1,1,1,0,0,1,Right-hand bat,Left-arm,fast-medium
RV Uthappa,KP Appanna,3,3,0,0,0,0,1,0,Right-hand bat,Left-arm,slow
RV Uthappa,MS Gony,18,12,0,0,4,0,2,0,Right-hand bat,Right-arm,medium
RV Uthappa,NM Coulter-Nile,12,4,0,0,4,0,0,0,Right-hand bat,Right-arm,fast
RV Uthappa,BA Bhatt,1,4,1,0,0,0,0,0,Right-hand bat,Left-arm,slow
RV Uthappa,AR Patel,17,13,7,0,4,0,1,1,Right-hand bat,Left-arm,slow
RV Uthappa,RJ Harris,5,5,3,0,2,0,3,1,Right-hand bat,Right-arm,fast
RV Uthappa,LMP Simmons,0,3,0,0,1,0,2,1,Right-hand bat,Right-arm,medium-fast
RV Uthappa,DJ Bravo,3,8,2,0,2,0,2,0,Right-hand bat,Right-arm,medium-fast
RV Uthappa,GD McGrath,0,3,0,0,3,0,0,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,Azhar Mahmood,1,6,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,J Botha,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
RV Uthappa,A Chandila,1,4,0,0,2,0,0,1,Right-hand bat,Right-arm,offbreak
RV Uthappa,M de Lange,1,2,0,0,1,0,0,1,Right-hand bat,Right-arm,fast
RV Uthappa,GJ Maxwell,1,3,0,0,1,0,0,0,Right-hand bat,Right-arm,offbreak
RV Uthappa,M Kartik,9,13,2,1,2,0,0,3,Right-hand bat,Left-arm,slow
RV Uthappa,YA Abdulla,0,3,0,0,1,0,1,0,Right-hand bat,Left-arm,fast-medium
RV Uthappa,LR Shukla,2,3,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
RV Uthappa,Iqbal Abdulla,10,7,3,1,2,0,0,3,Right-hand bat,Left-arm,slow
RV Uthappa,AG Murtaza,0,1,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
RV Uthappa,SR Tendulkar,2,2,2,0,3,0,0,0,Right-hand bat,Right-arm,legbreak
RV Uthappa,PJ Sangwan,5,9,1,0,0,0,0,2,Right-hand bat,Left-arm,medium
RV Uthappa,SK Warne,8,3,3,0,5,0,1,3,Right-hand bat,Right-arm,legbreak
RV Uthappa,UT Yadav,9,9,1,1,1,0,0,1,Right-hand bat,Right-arm,fast-medium
RV Uthappa,Mustafizur Rahman,2,4,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
RV Uthappa,SK Trivedi,15,15,2,0,5,0,1,0,Right-hand bat,Right-arm,medium
RV Uthappa,RP Singh,14,13,2,0,2,0,2,0,Right-hand bat,Left-arm,fast-medium
RV Uthappa,B Geeves,0,0,0,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,MC Henriques,7,10,0,0,3,0,1,1,Right-hand bat,Right-arm,fast-medium
RV Uthappa,S Nadeem,6,19,2,0,4,0,0,1,Right-hand bat,Left-arm,slow
RV Uthappa,Kamran Khan,3,1,0,0,0,0,0,0,Right-hand bat,Left-arm,medium-fast
RV Uthappa,SB Styris,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
RV Uthappa,BW Hilfenhaus,9,3,3,0,3,0,0,1,Right-hand bat,Right-arm,fast-medium
RV Uthappa,RN ten Doeschate,1,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
RV Uthappa,SJ Srivastava,4,0,0,0,2,0,0,0,Right-hand bat,Left-arm,fast-medium
RV Uthappa,Swapnil Singh,1,6,0,0,1,0,1,0,Right-hand bat,Left-arm,slow
RV Uthappa,LA Carseldine,3,1,0,0,1,0,0,0,Right-hand bat,Left-arm,medium
RV Uthappa,Yuvraj Singh,5,6,3,0,1,0,0,2,Right-hand bat,Left-arm,slow
RV Uthappa,RS Gavaskar,0,1,1,0,0,0,0,0,Right-hand bat,Left-arm,slow
RV Uthappa,B Lee,1,1,1,0,1,0,2,1,Right-hand bat,Right-arm,fast
RV Uthappa,JDS Neesham,1,2,0,0,1,0,1,0,Right-hand bat,Right-arm,medium
RV Uthappa,R Bhatia,9,12,1,0,0,0,4,0,Right-hand bat,Right-arm,medium-fast
RV Uthappa,Imran Tahir,0,1,1,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
RV Uthappa,DP Nannes,2,4,1,0,0,0,0,0,Right-hand bat,Left-arm,fast
RV Uthappa,Bipul Sharma,7,6,3,0,0,0,1,1,Right-hand bat,Left-arm,slow
RV Uthappa,JP Faulkner,7,6,1,0,2,0,0,2,Right-hand bat,Left-arm,fast-medium
RV Uthappa,PP Ojha,17,18,3,0,2,0,1,1,Right-hand bat,Left-arm,slow
RV Uthappa,AC Voges,0,0,0,0,1,0,0,0,Right-hand bat,Left-arm,slow
RV Uthappa,Karanveer Singh,0,3,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
RV Uthappa,JH Kallis,5,8,0,0,3,0,0,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,MM Patel,19,12,1,0,3,0,1,1,Right-hand bat,Right-arm,medium-fast
RV Uthappa,DE Bollinger,2,0,0,0,1,0,0,0,Right-hand bat,Left-arm,fast-medium
RV Uthappa,A Flintoff,2,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,S Sreesanth,3,6,3,0,2,0,6,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,SP Narine,4,2,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
RV Uthappa,Ankit Sharma,1,1,1,0,0,0,0,0,Right-hand bat,Left-arm,slow
RV Uthappa,BAW Mendis,2,2,0,0,2,0,2,0,Right-hand bat,Right-arm,legbreak
RV Uthappa,JJ Bumrah,6,6,1,0,3,0,1,0,Right-hand bat,Right-arm,medium
RV Uthappa,MF Maharoof,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,CJ Anderson,1,1,0,0,0,0,1,1,Right-hand bat,Left-arm,medium-fast
RV Uthappa,P Negi,10,14,1,0,2,0,0,0,Right-hand bat,Left-arm,slow
RV Uthappa,TM Dilshan,3,1,1,0,3,0,1,0,Right-hand bat,Right-arm,offbreak
RV Uthappa,Z Khan,18,14,2,1,5,0,0,2,Right-hand bat,Left-arm,fast-medium
RV Uthappa,L Balaji,22,10,3,0,5,0,5,0,Right-hand bat,Right-arm,medium-fast
RV Uthappa,SB Jakati,3,3,2,0,2,0,0,1,Right-hand bat,Left-arm,slow
RV Uthappa,YS Chahal,7,13,2,0,2,0,1,1,Right-hand bat,Right-arm,legbreak
RV Uthappa,DS Kulkarni,14,6,1,0,7,0,1,4,Right-hand bat,Right-arm,medium
RV Uthappa,Shakib Al Hasan,7,4,0,0,1,0,0,0,Right-hand bat,Left-arm,slow
RV Uthappa,SL Malinga,39,16,4,0,9,0,1,1,Right-hand bat,Right-arm,fast
RV Uthappa,A Kumble,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
RV Uthappa,SB Joshi,4,2,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
RV Uthappa,FH Edwards,3,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
RV Uthappa,M Muralitharan,17,13,3,0,5,0,3,3,Right-hand bat,Right-arm,offbreak
RV Uthappa,J Theron,3,3,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
RV Uthappa,DJG Sammy,2,3,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
RV Uthappa,SW Tait,4,0,1,0,0,0,0,1,Right-hand bat,Right-arm,fast
RV Uthappa,AB Dinda,10,12,3,0,1,1,0,0,Right-hand bat,Right-arm,medium-fast
RV Uthappa,R Ashwin,15,24,1,0,4,0,5,4,Right-hand bat,Right-arm,offbreak
RV Uthappa,SA Abbott,1,3,1,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,DT Christian,0,1,0,0,1,0,0,1,Right-hand bat,Right-arm,fast-medium
RV Uthappa,MM Sharma,11,16,2,0,11,0,1,0,Right-hand bat,Right-arm,medium
RV Uthappa,NJ Rimmington,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
RV Uthappa,YK Pathan,3,2,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
RV Uthappa,DL Vettori,5,7,2,0,1,0,1,1,Right-hand bat,Left-arm,slow
RV Uthappa,MA Starc,7,8,1,0,3,0,1,0,Right-hand bat,Left-arm,fast
RV Uthappa,A Singh,2,4,0,0,3,0,0,0,Right-hand bat,Right-arm,medium-fast
RV Uthappa,AD Mathews,3,6,0,0,1,0,1,1,Right-hand bat,Right-arm,fast-medium
RV Uthappa,I Sharma,15,7,5,0,7,0,2,1,Right-hand bat,Right-arm,fast-medium
RV Uthappa,R Tewatia,2,5,0,0,0,0,1,0,Right-hand bat,Left-arm,legbreak
RV Uthappa,JD Unadkat,1,8,0,0,1,0,0,1,Right-hand bat,Left-arm,medium
