 player1,player2,partner-name,team,partnership,winner,looser
AB de Villiers,V Kohli,AB de Villiers- V Kohli,Royal Challengers Bangalore,229,Royal Challengers Bangalore,Gujarat Lions
AB de Villiers,SR Watson,AB de Villiers- SR Watson,Royal Challengers Bangalore,0,Royal Challengers Bangalore,Gujarat Lions
BB McCullum,DR Smith,BB McCullum- DR Smith,Gujarat Lions,9,Royal Challengers Bangalore,Gujarat Lions
BB McCullum,RA Jadeja,BB McCullum- RA Jadeja,Gujarat Lions,28,Royal Challengers Bangalore,Gujarat Lions
KD Karthik,RA Jadeja,KD Karthik- RA Jadeja,Gujarat Lions,7,Royal Challengers Bangalore,Gujarat Lions
AJ Finch,RA Jadeja,AJ Finch- RA Jadeja,Gujarat Lions,0,Royal Challengers Bangalore,Gujarat Lions
AJ Finch,DJ Bravo,AJ Finch- DJ Bravo,Gujarat Lions,3,Royal Challengers Bangalore,Gujarat Lions
AD Nath,AJ Finch,AD Nath- AJ Finch,Gujarat Lions,21,Royal Challengers Bangalore,Gujarat Lions
AJ Finch,P Kumar,AJ Finch- P Kumar,Gujarat Lions,1,Royal Challengers Bangalore,Gujarat Lions
AJ Finch,DS Kulkarni,AJ Finch- DS Kulkarni,Gujarat Lions,5,Royal Challengers Bangalore,Gujarat Lions
AJ Finch,PV Tambe,AJ Finch- PV Tambe,Gujarat Lions,30,Royal Challengers Bangalore,Gujarat Lions
PV Tambe,S Kaushik,PV Tambe- S Kaushik,Gujarat Lions,0,Royal Challengers Bangalore,Gujarat Lions
RG Sharma,UBT Chand,RG Sharma- UBT Chand,Mumbai Indians,7,Kings XI Punjab,Mumbai Indians
AT Rayudu,RG Sharma,AT Rayudu- RG Sharma,Mumbai Indians,1,Kings XI Punjab,Mumbai Indians
N Rana,RG Sharma,N Rana- RG Sharma,Mumbai Indians,28,Kings XI Punjab,Mumbai Indians
JC Buttler,N Rana,JC Buttler- N Rana,Mumbai Indians,11,Kings XI Punjab,Mumbai Indians
JC Buttler,KA Pollard,JC Buttler- KA Pollard,Mumbai Indians,14,Kings XI Punjab,Mumbai Indians
KA Pollard,KH Pandya,KA Pollard- KH Pandya,Mumbai Indians,42,Kings XI Punjab,Mumbai Indians
Harbhajan Singh,KA Pollard,Harbhajan Singh- KA Pollard,Mumbai Indians,0,Kings XI Punjab,Mumbai Indians
Harbhajan Singh,TG Southee,Harbhajan Singh- TG Southee,Mumbai Indians,1,Kings XI Punjab,Mumbai Indians
Harbhajan Singh,MJ McClenaghan,Harbhajan Singh- MJ McClenaghan,Mumbai Indians,10,Kings XI Punjab,Mumbai Indians
Harbhajan Singh,JJ Bumrah,Harbhajan Singh- JJ Bumrah,Mumbai Indians,10,Kings XI Punjab,Mumbai Indians
HM Amla,M Vijay,HM Amla- M Vijay,Kings XI Punjab,11,Kings XI Punjab,Mumbai Indians
M Vijay,WP Saha,M Vijay- WP Saha,Kings XI Punjab,116,Kings XI Punjab,Mumbai Indians
GJ Maxwell,M Vijay,GJ Maxwell- M Vijay,Kings XI Punjab,1,Kings XI Punjab,Mumbai Indians
Gurkeerat Singh,M Vijay,Gurkeerat Singh- M Vijay,Kings XI Punjab,9,Kings XI Punjab,Mumbai Indians
DA Warner,S Dhawan,DA Warner- S Dhawan,Sunrisers Hyderabad,76,Delhi Daredevils,Sunrisers Hyderabad
KS Williamson,S Dhawan,KS Williamson- S Dhawan,Sunrisers Hyderabad,31,Delhi Daredevils,Sunrisers Hyderabad
KS Williamson,Yuvraj Singh,KS Williamson- Yuvraj Singh,Sunrisers Hyderabad,15,Delhi Daredevils,Sunrisers Hyderabad
KS Williamson,MC Henriques,KS Williamson- MC Henriques,Sunrisers Hyderabad,1,Delhi Daredevils,Sunrisers Hyderabad
DJ Hooda,KS Williamson,DJ Hooda- KS Williamson,Sunrisers Hyderabad,21,Delhi Daredevils,Sunrisers Hyderabad
KS Williamson,NV Ojha,KS Williamson- NV Ojha,Sunrisers Hyderabad,2,Delhi Daredevils,Sunrisers Hyderabad
B Kumar,NV Ojha,B Kumar- NV Ojha,Sunrisers Hyderabad,1,Delhi Daredevils,Sunrisers Hyderabad
BB Sran,NV Ojha,BB Sran- NV Ojha,Sunrisers Hyderabad,5,Delhi Daredevils,Sunrisers Hyderabad
A Nehra,BB Sran,A Nehra- BB Sran,Sunrisers Hyderabad,3,Delhi Daredevils,Sunrisers Hyderabad
MA Agarwal,Q de Kock,MA Agarwal- Q de Kock,Delhi Daredevils,23,Delhi Daredevils,Sunrisers Hyderabad
KK Nair,Q de Kock,KK Nair- Q de Kock,Delhi Daredevils,55,Delhi Daredevils,Sunrisers Hyderabad
Q de Kock,SV Samson,Q de Kock- SV Samson,Delhi Daredevils,3,Delhi Daredevils,Sunrisers Hyderabad
RR Pant,SV Samson,RR Pant- SV Samson,Delhi Daredevils,72,Delhi Daredevils,Sunrisers Hyderabad
CH Gayle,V Kohli,CH Gayle- V Kohli,Royal Challengers Bangalore,80,Mumbai Indians,Royal Challengers Bangalore
AB de Villiers,CH Gayle,AB de Villiers- CH Gayle,Royal Challengers Bangalore,9,Mumbai Indians,Royal Challengers Bangalore
AB de Villiers,KL Rahul,AB de Villiers- KL Rahul,Royal Challengers Bangalore,43,Mumbai Indians,Royal Challengers Bangalore
KL Rahul,SR Watson,KL Rahul- SR Watson,Royal Challengers Bangalore,38,Mumbai Indians,Royal Challengers Bangalore
KL Rahul,Sachin Baby,KL Rahul- Sachin Baby,Royal Challengers Bangalore,53,Mumbai Indians,Royal Challengers Bangalore
PA Patel,RG Sharma,PA Patel- RG Sharma,Mumbai Indians,55,Mumbai Indians,Royal Challengers Bangalore
AT Rayudu,RG Sharma,AT Rayudu- RG Sharma,Mumbai Indians,58,Mumbai Indians,Royal Challengers Bangalore
AT Rayudu,N Rana,AT Rayudu- N Rana,Mumbai Indians,19,Mumbai Indians,Royal Challengers Bangalore
AT Rayudu,KA Pollard,AT Rayudu- KA Pollard,Mumbai Indians,19,Mumbai Indians,Royal Challengers Bangalore
JC Buttler,KA Pollard,JC Buttler- KA Pollard,Mumbai Indians,55,Mumbai Indians,Royal Challengers Bangalore
DA Warner,S Dhawan,DA Warner- S Dhawan,Sunrisers Hyderabad,73,Sunrisers Hyderabad,Rising Pune Supergiants
KS Williamson,S Dhawan,KS Williamson- S Dhawan,Sunrisers Hyderabad,46,Sunrisers Hyderabad,Rising Pune Supergiants
KS Williamson,Yuvraj Singh,KS Williamson- Yuvraj Singh,Sunrisers Hyderabad,32,Sunrisers Hyderabad,Rising Pune Supergiants
KS Williamson,MC Henriques,KS Williamson- MC Henriques,Sunrisers Hyderabad,18,Sunrisers Hyderabad,Rising Pune Supergiants
DJ Hooda,MC Henriques,DJ Hooda- MC Henriques,Sunrisers Hyderabad,0,Sunrisers Hyderabad,Rising Pune Supergiants
DJ Hooda,NV Ojha,DJ Hooda- NV Ojha,Sunrisers Hyderabad,21,Sunrisers Hyderabad,Rising Pune Supergiants
B Kumar,NV Ojha,B Kumar- NV Ojha,Sunrisers Hyderabad,1,Sunrisers Hyderabad,Rising Pune Supergiants
B Kumar,BB Sran,B Kumar- BB Sran,Sunrisers Hyderabad,1,Sunrisers Hyderabad,Rising Pune Supergiants
AM Rahane,UT Khawaja,AM Rahane- UT Khawaja,Rising Pune Supergiants,1,Sunrisers Hyderabad,Rising Pune Supergiants
GJ Bailey,UT Khawaja,GJ Bailey- UT Khawaja,Rising Pune Supergiants,19,Sunrisers Hyderabad,Rising Pune Supergiants
GJ Bailey,R Ashwin,GJ Bailey- R Ashwin,Rising Pune Supergiants,49,Sunrisers Hyderabad,Rising Pune Supergiants
R Ashwin,SS Tiwary,R Ashwin- SS Tiwary,Rising Pune Supergiants,10,Sunrisers Hyderabad,Rising Pune Supergiants
MS Dhoni,SS Tiwary,MS Dhoni- SS Tiwary,Rising Pune Supergiants,8,Sunrisers Hyderabad,Rising Pune Supergiants
MS Dhoni,NLTC Perera,MS Dhoni- NLTC Perera,Rising Pune Supergiants,40,Sunrisers Hyderabad,Rising Pune Supergiants
MS Dhoni,R Bhatia,MS Dhoni- R Bhatia,Rising Pune Supergiants,7,Sunrisers Hyderabad,Rising Pune Supergiants
A Zampa,R Bhatia,A Zampa- R Bhatia,Rising Pune Supergiants,0,Sunrisers Hyderabad,Rising Pune Supergiants
KL Rahul,V Kohli,KL Rahul- V Kohli,Royal Challengers Bangalore,63,Royal Challengers Bangalore,Kings XI Punjab
AB de Villiers,V Kohli,AB de Villiers- V Kohli,Royal Challengers Bangalore,1,Royal Challengers Bangalore,Kings XI Punjab
AB de Villiers,SR Watson,AB de Villiers- SR Watson,Royal Challengers Bangalore,3,Royal Challengers Bangalore,Kings XI Punjab
AB de Villiers,Sachin Baby,AB de Villiers- Sachin Baby,Royal Challengers Bangalore,88,Royal Challengers Bangalore,Kings XI Punjab
Sachin Baby,TM Head,Sachin Baby- TM Head,Royal Challengers Bangalore,19,Royal Challengers Bangalore,Kings XI Punjab
STR Binny,Sachin Baby,STR Binny- Sachin Baby,Royal Challengers Bangalore,1,Royal Challengers Bangalore,Kings XI Punjab
HM Amla,M Vijay,HM Amla- M Vijay,Kings XI Punjab,46,Royal Challengers Bangalore,Kings XI Punjab
M Vijay,WP Saha,M Vijay- WP Saha,Kings XI Punjab,43,Royal Challengers Bangalore,Kings XI Punjab
DA Miller,M Vijay,DA Miller- M Vijay,Kings XI Punjab,0,Royal Challengers Bangalore,Kings XI Punjab
M Vijay,MP Stoinis,M Vijay- MP Stoinis,Kings XI Punjab,51,Royal Challengers Bangalore,Kings XI Punjab
F Behardien,MP Stoinis,F Behardien- MP Stoinis,Kings XI Punjab,35,Royal Challengers Bangalore,Kings XI Punjab
G Gambhir,RV Uthappa,G Gambhir- RV Uthappa,Kolkata Knight Riders,50,Gujarat Lions,Kolkata Knight Riders
MK Pandey,RV Uthappa,MK Pandey- RV Uthappa,Kolkata Knight Riders,0,Gujarat Lions,Kolkata Knight Riders
RV Uthappa,SA Yadav,RV Uthappa- SA Yadav,Kolkata Knight Riders,6,Gujarat Lions,Kolkata Knight Riders
SA Yadav,Shakib Al Hasan,SA Yadav- Shakib Al Hasan,Kolkata Knight Riders,3,Gujarat Lions,Kolkata Knight Riders
Shakib Al Hasan,YK Pathan,Shakib Al Hasan- YK Pathan,Kolkata Knight Riders,134,Gujarat Lions,Kolkata Knight Riders
BB McCullum,DR Smith,BB McCullum- DR Smith,Gujarat Lions,176,Gujarat Lions,Kolkata Knight Riders
BB McCullum,SK Raina,BB McCullum- SK Raina,Gujarat Lions,25,Gujarat Lions,Kolkata Knight Riders
KD Karthik,SK Raina,KD Karthik- SK Raina,Gujarat Lions,49,Gujarat Lions,Kolkata Knight Riders
AJ Finch,KD Karthik,AJ Finch- KD Karthik,Gujarat Lions,39,Gujarat Lions,Kolkata Knight Riders
AJ Finch,RA Jadeja,AJ Finch- RA Jadeja,Gujarat Lions,3,Gujarat Lions,Kolkata Knight Riders
DJ Bravo,RA Jadeja,DJ Bravo- RA Jadeja,Gujarat Lions,6,Gujarat Lions,Kolkata Knight Riders
DA Warner,S Dhawan,DA Warner- S Dhawan,Sunrisers Hyderabad,91,Sunrisers Hyderabad,Mumbai Indians
KS Williamson,S Dhawan,KS Williamson- S Dhawan,Sunrisers Hyderabad,6,Sunrisers Hyderabad,Mumbai Indians
S Dhawan,Yuvraj Singh,S Dhawan- Yuvraj Singh,Sunrisers Hyderabad,85,Sunrisers Hyderabad,Mumbai Indians
MC Henriques,S Dhawan,MC Henriques- S Dhawan,Sunrisers Hyderabad,1,Sunrisers Hyderabad,Mumbai Indians
PA Patel,RG Sharma,PA Patel- RG Sharma,Mumbai Indians,6,Sunrisers Hyderabad,Mumbai Indians
AT Rayudu,RG Sharma,AT Rayudu- RG Sharma,Mumbai Indians,0,Sunrisers Hyderabad,Mumbai Indians
AT Rayudu,KH Pandya,AT Rayudu- KH Pandya,Mumbai Indians,23,Sunrisers Hyderabad,Mumbai Indians
JC Buttler,KH Pandya,JC Buttler- KH Pandya,Mumbai Indians,2,Sunrisers Hyderabad,Mumbai Indians
KA Pollard,KH Pandya,KA Pollard- KH Pandya,Mumbai Indians,0,Sunrisers Hyderabad,Mumbai Indians
HH Pandya,KA Pollard,HH Pandya- KA Pollard,Mumbai Indians,19,Sunrisers Hyderabad,Mumbai Indians
HH Pandya,Harbhajan Singh,HH Pandya- Harbhajan Singh,Mumbai Indians,1,Sunrisers Hyderabad,Mumbai Indians
Harbhajan Singh,TG Southee,Harbhajan Singh- TG Southee,Mumbai Indians,8,Sunrisers Hyderabad,Mumbai Indians
Harbhajan Singh,MJ McClenaghan,Harbhajan Singh- MJ McClenaghan,Mumbai Indians,20,Sunrisers Hyderabad,Mumbai Indians
Harbhajan Singh,JJ Bumrah,Harbhajan Singh- JJ Bumrah,Mumbai Indians,14,Sunrisers Hyderabad,Mumbai Indians
M Vijay,MP Stoinis,M Vijay- MP Stoinis,Kings XI Punjab,59,Kings XI Punjab,Delhi Daredevils
HM Amla,MP Stoinis,HM Amla- MP Stoinis,Kings XI Punjab,3,Kings XI Punjab,Delhi Daredevils
MP Stoinis,WP Saha,MP Stoinis- WP Saha,Kings XI Punjab,58,Kings XI Punjab,Delhi Daredevils
GJ Maxwell,WP Saha,GJ Maxwell- WP Saha,Kings XI Punjab,46,Kings XI Punjab,Delhi Daredevils
DA Miller,WP Saha,DA Miller- WP Saha,Kings XI Punjab,0,Kings XI Punjab,Delhi Daredevils
AR Patel,DA Miller,AR Patel- DA Miller,Kings XI Punjab,29,Kings XI Punjab,Delhi Daredevils
Q de Kock,SV Samson,Q de Kock- SV Samson,Delhi Daredevils,99,Kings XI Punjab,Delhi Daredevils
KK Nair,SV Samson,KK Nair- SV Samson,Delhi Daredevils,51,Kings XI Punjab,Delhi Daredevils
KK Nair,SW Billings,KK Nair- SW Billings,Delhi Daredevils,13,Kings XI Punjab,Delhi Daredevils
CR Brathwaite,SW Billings,CR Brathwaite- SW Billings,Delhi Daredevils,7,Kings XI Punjab,Delhi Daredevils
CH Morris,CR Brathwaite,CH Morris- CR Brathwaite,Delhi Daredevils,12,Kings XI Punjab,Delhi Daredevils
CH Morris,RR Pant,CH Morris- RR Pant,Delhi Daredevils,19,Kings XI Punjab,Delhi Daredevils
AM Rahane,UT Khawaja,AM Rahane- UT Khawaja,Rising Pune Supergiants,45,Royal Challengers Bangalore,Rising Pune Supergiants
AM Rahane,SS Tiwary,AM Rahane- SS Tiwary,Rising Pune Supergiants,106,Royal Challengers Bangalore,Rising Pune Supergiants
AM Rahane,MS Dhoni,AM Rahane- MS Dhoni,Rising Pune Supergiants,12,Royal Challengers Bangalore,Rising Pune Supergiants
AM Rahane,NLTC Perera,AM Rahane- NLTC Perera,Rising Pune Supergiants,27,Royal Challengers Bangalore,Rising Pune Supergiants
AM Rahane,GJ Bailey,AM Rahane- GJ Bailey,Rising Pune Supergiants,0,Royal Challengers Bangalore,Rising Pune Supergiants
GJ Bailey,R Bhatia,GJ Bailey- R Bhatia,Rising Pune Supergiants,3,Royal Challengers Bangalore,Rising Pune Supergiants
R Ashwin,R Bhatia,R Ashwin- R Bhatia,Rising Pune Supergiants,17,Royal Challengers Bangalore,Rising Pune Supergiants
KL Rahul,V Kohli,KL Rahul- V Kohli,Royal Challengers Bangalore,111,Royal Challengers Bangalore,Rising Pune Supergiants
AB de Villiers,V Kohli,AB de Villiers- V Kohli,Royal Challengers Bangalore,3,Royal Challengers Bangalore,Rising Pune Supergiants
SR Watson,V Kohli,SR Watson- V Kohli,Royal Challengers Bangalore,46,Royal Challengers Bangalore,Rising Pune Supergiants
TM Head,V Kohli,TM Head- V Kohli,Royal Challengers Bangalore,52,Royal Challengers Bangalore,Rising Pune Supergiants
BB McCullum,DR Smith,BB McCullum- DR Smith,Gujarat Lions,54,Sunrisers Hyderabad,Gujarat Lions
BB McCullum,SK Raina,BB McCullum- SK Raina,Gujarat Lions,22,Sunrisers Hyderabad,Gujarat Lions
BB McCullum,KD Karthik,BB McCullum- KD Karthik,Gujarat Lions,1,Sunrisers Hyderabad,Gujarat Lions
AJ Finch,BB McCullum,AJ Finch- BB McCullum,Gujarat Lions,9,Sunrisers Hyderabad,Gujarat Lions
AJ Finch,DJ Bravo,AJ Finch- DJ Bravo,Gujarat Lions,45,Sunrisers Hyderabad,Gujarat Lions
AJ Finch,RA Jadeja,AJ Finch- RA Jadeja,Gujarat Lions,27,Sunrisers Hyderabad,Gujarat Lions
AJ Finch,P Kumar,AJ Finch- P Kumar,Gujarat Lions,20,Sunrisers Hyderabad,Gujarat Lions
DA Warner,S Dhawan,DA Warner- S Dhawan,Sunrisers Hyderabad,46,Sunrisers Hyderabad,Gujarat Lions
KS Williamson,S Dhawan,KS Williamson- S Dhawan,Sunrisers Hyderabad,7,Sunrisers Hyderabad,Gujarat Lions
MC Henriques,S Dhawan,MC Henriques- S Dhawan,Sunrisers Hyderabad,22,Sunrisers Hyderabad,Gujarat Lions
S Dhawan,Yuvraj Singh,S Dhawan- Yuvraj Singh,Sunrisers Hyderabad,26,Sunrisers Hyderabad,Gujarat Lions
DJ Hooda,S Dhawan,DJ Hooda- S Dhawan,Sunrisers Hyderabad,27,Sunrisers Hyderabad,Gujarat Lions
NV Ojha,S Dhawan,NV Ojha- S Dhawan,Sunrisers Hyderabad,21,Sunrisers Hyderabad,Gujarat Lions
RR Pant,SV Samson,RR Pant- SV Samson,Delhi Daredevils,34,Rising Pune Supergiants,Delhi Daredevils
KK Nair,SV Samson,KK Nair- SV Samson,Delhi Daredevils,35,Rising Pune Supergiants,Delhi Daredevils
JP Duminy,KK Nair,JP Duminy- KK Nair,Delhi Daredevils,17,Rising Pune Supergiants,Delhi Daredevils
JP Duminy,SW Billings,JP Duminy- SW Billings,Delhi Daredevils,45,Rising Pune Supergiants,Delhi Daredevils
CR Brathwaite,JP Duminy,CR Brathwaite- JP Duminy,Delhi Daredevils,27,Rising Pune Supergiants,Delhi Daredevils
JP Duminy,P Negi,JP Duminy- P Negi,Delhi Daredevils,1,Rising Pune Supergiants,Delhi Daredevils
J Yadav,P Negi,J Yadav- P Negi,Delhi Daredevils,5,Rising Pune Supergiants,Delhi Daredevils
Mohammed Shami,P Negi,Mohammed Shami- P Negi,Delhi Daredevils,19,Rising Pune Supergiants,Delhi Daredevils
AM Rahane,UT Khawaja,AM Rahane- UT Khawaja,Rising Pune Supergiants,78,Rising Pune Supergiants,Delhi Daredevils
AM Rahane,SS Tiwary,AM Rahane- SS Tiwary,Rising Pune Supergiants,45,Rising Pune Supergiants,Delhi Daredevils
AM Rahane,MS Dhoni,AM Rahane- MS Dhoni,Rising Pune Supergiants,42,Rising Pune Supergiants,Delhi Daredevils
AM Rahane,NLTC Perera,AM Rahane- NLTC Perera,Rising Pune Supergiants,20,Rising Pune Supergiants,Delhi Daredevils
G Gambhir,RV Uthappa,G Gambhir- RV Uthappa,Kolkata Knight Riders,121,Kolkata Knight Riders,Kings XI Punjab
RV Uthappa,YK Pathan,RV Uthappa- YK Pathan,Kolkata Knight Riders,36,Kolkata Knight Riders,Kings XI Punjab
AD Russell,YK Pathan,AD Russell- YK Pathan,Kolkata Knight Riders,27,Kolkata Knight Riders,Kings XI Punjab
M Vijay,MP Stoinis,M Vijay- MP Stoinis,Kings XI Punjab,28,Kolkata Knight Riders,Kings XI Punjab
M Vijay,M Vohra,M Vijay- M Vohra,Kings XI Punjab,12,Kolkata Knight Riders,Kings XI Punjab
M Vijay,WP Saha,M Vijay- WP Saha,Kings XI Punjab,0,Kolkata Knight Riders,Kings XI Punjab
GJ Maxwell,WP Saha,GJ Maxwell- WP Saha,Kings XI Punjab,40,Kolkata Knight Riders,Kings XI Punjab
DA Miller,GJ Maxwell,DA Miller- GJ Maxwell,Kings XI Punjab,67,Kolkata Knight Riders,Kings XI Punjab
DA Miller,Gurkeerat Singh,DA Miller- Gurkeerat Singh,Kings XI Punjab,10,Kolkata Knight Riders,Kings XI Punjab
AR Patel,Gurkeerat Singh,AR Patel- Gurkeerat Singh,Kings XI Punjab,24,Kolkata Knight Riders,Kings XI Punjab
Gurkeerat Singh,Swapnil Singh,Gurkeerat Singh- Swapnil Singh,Kings XI Punjab,1,Kolkata Knight Riders,Kings XI Punjab
MM Sharma,Swapnil Singh,MM Sharma- Swapnil Singh,Kings XI Punjab,1,Kolkata Knight Riders,Kings XI Punjab
MM Sharma,Sandeep Sharma,MM Sharma- Sandeep Sharma,Kings XI Punjab,1,Kolkata Knight Riders,Kings XI Punjab
BB McCullum,DR Smith,BB McCullum- DR Smith,Gujarat Lions,18,Delhi Daredevils,Gujarat Lions
AJ Finch,DR Smith,AJ Finch- DR Smith,Gujarat Lions,0,Delhi Daredevils,Gujarat Lions
AJ Finch,SK Raina,AJ Finch- SK Raina,Gujarat Lions,7,Delhi Daredevils,Gujarat Lions
KD Karthik,SK Raina,KD Karthik- SK Raina,Gujarat Lions,51,Delhi Daredevils,Gujarat Lions
KD Karthik,RA Jadeja,KD Karthik- RA Jadeja,Gujarat Lions,52,Delhi Daredevils,Gujarat Lions
JP Faulkner,RA Jadeja,JP Faulkner- RA Jadeja,Gujarat Lions,11,Delhi Daredevils,Gujarat Lions
Ishan Kishan,RA Jadeja,Ishan Kishan- RA Jadeja,Gujarat Lions,11,Delhi Daredevils,Gujarat Lions
Q de Kock,RR Pant,Q de Kock- RR Pant,Delhi Daredevils,126,Delhi Daredevils,Gujarat Lions
Q de Kock,SV Samson,Q de Kock- SV Samson,Delhi Daredevils,6,Delhi Daredevils,Gujarat Lions
JP Duminy,SV Samson,JP Duminy- SV Samson,Delhi Daredevils,29,Delhi Daredevils,Gujarat Lions
CH Gayle,KL Rahul,CH Gayle- KL Rahul,Royal Challengers Bangalore,37,Kolkata Knight Riders,Royal Challengers Bangalore
KL Rahul,V Kohli,KL Rahul- V Kohli,Royal Challengers Bangalore,84,Kolkata Knight Riders,Royal Challengers Bangalore
AB de Villiers,V Kohli,AB de Villiers- V Kohli,Royal Challengers Bangalore,17,Kolkata Knight Riders,Royal Challengers Bangalore
SR Watson,V Kohli,SR Watson- V Kohli,Royal Challengers Bangalore,20,Kolkata Knight Riders,Royal Challengers Bangalore
SR Watson,Sachin Baby,SR Watson- Sachin Baby,Royal Challengers Bangalore,38,Kolkata Knight Riders,Royal Challengers Bangalore
SR Watson,STR Binny,SR Watson- STR Binny,Royal Challengers Bangalore,17,Kolkata Knight Riders,Royal Challengers Bangalore
SR Watson,VR Aaron,SR Watson- VR Aaron,Royal Challengers Bangalore,1,Kolkata Knight Riders,Royal Challengers Bangalore
G Gambhir,RV Uthappa,G Gambhir- RV Uthappa,Kolkata Knight Riders,7,Kolkata Knight Riders,Royal Challengers Bangalore
CA Lynn,G Gambhir,CA Lynn- G Gambhir,Kolkata Knight Riders,28,Kolkata Knight Riders,Royal Challengers Bangalore
G Gambhir,MK Pandey,G Gambhir- MK Pandey,Kolkata Knight Riders,32,Kolkata Knight Riders,Royal Challengers Bangalore
MK Pandey,YK Pathan,MK Pandey- YK Pathan,Kolkata Knight Riders,3,Kolkata Knight Riders,Royal Challengers Bangalore
AD Russell,YK Pathan,AD Russell- YK Pathan,Kolkata Knight Riders,96,Kolkata Knight Riders,Royal Challengers Bangalore
SA Yadav,YK Pathan,SA Yadav- YK Pathan,Kolkata Knight Riders,24,Kolkata Knight Riders,Royal Challengers Bangalore
AM Rahane,SS Tiwary,AM Rahane- SS Tiwary,Rising Pune Supergiants,32,Mumbai Indians,Rising Pune Supergiants
SPD Smith,SS Tiwary,SPD Smith- SS Tiwary,Rising Pune Supergiants,84,Mumbai Indians,Rising Pune Supergiants
PSP Handscomb,SS Tiwary,PSP Handscomb- SS Tiwary,Rising Pune Supergiants,13,Mumbai Indians,Rising Pune Supergiants
MS Dhoni,SS Tiwary,MS Dhoni- SS Tiwary,Rising Pune Supergiants,33,Mumbai Indians,Rising Pune Supergiants
MS Dhoni,NLTC Perera,MS Dhoni- NLTC Perera,Rising Pune Supergiants,11,Mumbai Indians,Rising Pune Supergiants
NLTC Perera,R Bhatia,NLTC Perera- R Bhatia,Rising Pune Supergiants,10,Mumbai Indians,Rising Pune Supergiants
PA Patel,RG Sharma,PA Patel- RG Sharma,Mumbai Indians,49,Mumbai Indians,Rising Pune Supergiants
AT Rayudu,RG Sharma,AT Rayudu- RG Sharma,Mumbai Indians,52,Mumbai Indians,Rising Pune Supergiants
JC Buttler,RG Sharma,JC Buttler- RG Sharma,Mumbai Indians,70,Mumbai Indians,Rising Pune Supergiants
M Vijay,MP Stoinis,M Vijay- MP Stoinis,Kings XI Punjab,135,Kings XI Punjab,Gujarat Lions
M Vijay,SE Marsh,M Vijay- SE Marsh,Kings XI Punjab,5,Kings XI Punjab,Gujarat Lions
GJ Maxwell,M Vijay,GJ Maxwell- M Vijay,Kings XI Punjab,0,Kings XI Punjab,Gujarat Lions
Gurkeerat Singh,M Vijay,Gurkeerat Singh- M Vijay,Kings XI Punjab,3,Kings XI Punjab,Gujarat Lions
DA Miller,M Vijay,DA Miller- M Vijay,Kings XI Punjab,27,Kings XI Punjab,Gujarat Lions
DA Miller,WP Saha,DA Miller- WP Saha,Kings XI Punjab,39,Kings XI Punjab,Gujarat Lions
AR Patel,WP Saha,AR Patel- WP Saha,Kings XI Punjab,6,Kings XI Punjab,Gujarat Lions
MM Sharma,WP Saha,MM Sharma- WP Saha,Kings XI Punjab,6,Kings XI Punjab,Gujarat Lions
KC Cariappa,MM Sharma,KC Cariappa- MM Sharma,Kings XI Punjab,2,Kings XI Punjab,Gujarat Lions
KC Cariappa,Sandeep Sharma,KC Cariappa- Sandeep Sharma,Kings XI Punjab,1,Kings XI Punjab,Gujarat Lions
BB McCullum,DR Smith,BB McCullum- DR Smith,Gujarat Lions,14,Kings XI Punjab,Gujarat Lions
DR Smith,SK Raina,DR Smith- SK Raina,Gujarat Lions,21,Kings XI Punjab,Gujarat Lions
DR Smith,KD Karthik,DR Smith- KD Karthik,Gujarat Lions,4,Kings XI Punjab,Gujarat Lions
KD Karthik,RA Jadeja,KD Karthik- RA Jadeja,Gujarat Lions,1,Kings XI Punjab,Gujarat Lions
DJ Bravo,RA Jadeja,DJ Bravo- RA Jadeja,Gujarat Lions,0,Kings XI Punjab,Gujarat Lions
Ishan Kishan,RA Jadeja,Ishan Kishan- RA Jadeja,Gujarat Lions,18,Kings XI Punjab,Gujarat Lions
Ishan Kishan,JP Faulkner,Ishan Kishan- JP Faulkner,Gujarat Lions,29,Kings XI Punjab,Gujarat Lions
JP Faulkner,P Kumar,JP Faulkner- P Kumar,Gujarat Lions,39,Kings XI Punjab,Gujarat Lions
DS Kulkarni,JP Faulkner,DS Kulkarni- JP Faulkner,Gujarat Lions,0,Kings XI Punjab,Gujarat Lions
DS Kulkarni,S Kaushik,DS Kulkarni- S Kaushik,Gujarat Lions,6,Kings XI Punjab,Gujarat Lions
DA Warner,S Dhawan,DA Warner- S Dhawan,Sunrisers Hyderabad,34,Sunrisers Hyderabad,Royal Challengers Bangalore
DA Warner,KS Williamson,DA Warner- KS Williamson,Sunrisers Hyderabad,124,Sunrisers Hyderabad,Royal Challengers Bangalore
KS Williamson,MC Henriques,KS Williamson- MC Henriques,Sunrisers Hyderabad,8,Sunrisers Hyderabad,Royal Challengers Bangalore
MC Henriques,NV Ojha,MC Henriques- NV Ojha,Sunrisers Hyderabad,1,Sunrisers Hyderabad,Royal Challengers Bangalore
DJ Hooda,MC Henriques,DJ Hooda- MC Henriques,Sunrisers Hyderabad,29,Sunrisers Hyderabad,Royal Challengers Bangalore
A Ashish Reddy,MC Henriques,A Ashish Reddy- MC Henriques,Sunrisers Hyderabad,4,Sunrisers Hyderabad,Royal Challengers Bangalore
