op_partner_name,team,partnership,winner,loser
G Gambhir-JH Kallis,team_Kolkata Knight Riders,1,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
PA Patel-YV Takawale,team_Royal Challengers Bangalore,67,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
DR Smith-SR Tendulkar,team_Mumbai Indians,11,winner_Mumbai Indians,loser_Kings XI Punjab
Mandeep Singh-SE Marsh,team_Kings XI Punjab,12,winner_Mumbai Indians,loser_Kings XI Punjab
DR Smith-SR Tendulkar,team_Mumbai Indians,32,winner_Sunrisers Hyderabad,loser_Mumbai Indians
PA Reddy-S Dhawan,team_Sunrisers Hyderabad,16,winner_Sunrisers Hyderabad,loser_Mumbai Indians
M Vijay-Q de Kock,team_Delhi Daredevils,14,winner_Kolkata Knight Riders,loser_Delhi Daredevils
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,106,winner_Kolkata Knight Riders,loser_Delhi Daredevils
CH Gayle-V Kohli,team_Royal Challengers Bangalore,6,winner_Royal Challengers Bangalore,loser_Sunrisers Hyderabad
DA Warner-S Dhawan,team_Sunrisers Hyderabad,35,winner_Royal Challengers Bangalore,loser_Sunrisers Hyderabad
JH Kallis-RV Uthappa,team_Royal Challengers Bangalore,0,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
G Gambhir-V Sehwag,team_Delhi Daredevils,11,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
PA Patel-RG Sharma,team_Mumbai Indians,7,winner_Gujarat Lions,loser_Mumbai Indians
AJ Finch-BB McCullum,team_Gujarat Lions,12,winner_Gujarat Lions,loser_Mumbai Indians
MK Pandey-SC Ganguly,team_Pune Warriors,0,winner_Pune Warriors,loser_Mumbai Indians
AT Rayudu-RE Levi,team_Mumbai Indians,0,winner_Pune Warriors,loser_Mumbai Indians
DA Warner-S Dhawan,team_Sunrisers Hyderabad,19,winner_Royal Challengers Bangalore,loser_Sunrisers Hyderabad
CH Gayle-V Kohli,team_Royal Challengers Bangalore,43,winner_Royal Challengers Bangalore,loser_Sunrisers Hyderabad
LMP Simmons-PA Patel,team_Mumbai Indians,42,winner_Mumbai Indians,loser_Sunrisers Hyderabad
DA Warner-S Dhawan,team_Sunrisers Hyderabad,45,winner_Mumbai Indians,loser_Sunrisers Hyderabad
AM Rahane-SR Watson,team_Rajasthan Royals,62,winner_Rajasthan Royals,loser_Mumbai Indians
RT Ponting-SR Tendulkar,team_Mumbai Indians,4,winner_Rajasthan Royals,loser_Mumbai Indians
M Vijay-MEK Hussey,team_Chennai Super Kings,52,winner_Chennai Super Kings,loser_Mumbai Indians
AP Tare-DR Smith,team_Mumbai Indians,12,winner_Chennai Super Kings,loser_Mumbai Indians
CH Gayle-TM Dilshan,team_Royal Challengers Bangalore,8,winner_Mumbai Indians,loser_Royal Challengers Bangalore
HH Gibbs-SR Tendulkar,team_Mumbai Indians,2,winner_Mumbai Indians,loser_Royal Challengers Bangalore
EJG Morgan-JH Kallis,team_Kolkata Knight Riders,36,winner_Kolkata Knight Riders,loser_Deccan Chargers
S Dhawan-S Sohal,team_Deccan Chargers,41,winner_Kolkata Knight Riders,loser_Deccan Chargers
G Gambhir-V Sehwag,team_Delhi Daredevils,53,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
P Kumar-W Jaffer,team_Royal Challengers Bangalore,6,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
AC Gilchrist-MD Mishra,team_Deccan Chargers,4,winner_Royal Challengers Bangalore,loser_Deccan Chargers
JH Kallis-R Dravid,team_Royal Challengers Bangalore,36,winner_Royal Challengers Bangalore,loser_Deccan Chargers
DA Warner-S Dhawan,team_Sunrisers Hyderabad,130,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,35,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
MJ Lumb-NV Ojha,team_Rajasthan Royals,27,winner_Royal Challengers Bangalore,loser_Rajasthan Royals
JH Kallis-MK Pandey,team_Royal Challengers Bangalore,93,winner_Royal Challengers Bangalore,loser_Rajasthan Royals
M Vijay-M Vohra,team_Kings XI Punjab,45,winner_Kolkata Knight Riders,loser_Kings XI Punjab
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,31,winner_Kolkata Knight Riders,loser_Kings XI Punjab
G Gambhir-MS Bisla,team_Kolkata Knight Riders,3,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
CH Gayle-MA Agarwal,team_Royal Challengers Bangalore,12,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
PA Patel-YV Takawale,team_Royal Challengers Bangalore,1,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
AM Rahane-KK Nair,team_Rajasthan Royals,31,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
JEC Franklin-SR Tendulkar,team_Mumbai Indians,51,winner_Kings XI Punjab,loser_Mumbai Indians
Mandeep Singh-N Saini,team_Kings XI Punjab,48,winner_Kings XI Punjab,loser_Mumbai Indians
Q de Kock-S Dhawan,team_Sunrisers Hyderabad,4,winner_Chennai Super Kings,loser_Sunrisers Hyderabad
M Vijay-MEK Hussey,team_Chennai Super Kings,65,winner_Chennai Super Kings,loser_Sunrisers Hyderabad
LMP Simmons-PA Patel,team_Mumbai Indians,111,winner_Mumbai Indians,loser_Kings XI Punjab
M Vijay-V Sehwag,team_Kings XI Punjab,9,winner_Mumbai Indians,loser_Kings XI Punjab
LMP Simmons-PA Patel,team_Mumbai Indians,29,winner_Mumbai Indians,loser_Kolkata Knight Riders
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,45,winner_Mumbai Indians,loser_Kolkata Knight Riders
M Vijay-M Vohra,team_Kings XI Punjab,8,winner_Delhi Daredevils,loser_Kings XI Punjab
Q de Kock-SS Iyer,team_Delhi Daredevils,9,winner_Delhi Daredevils,loser_Kings XI Punjab
DA Warner-S Dhawan,team_Sunrisers Hyderabad,7,winner_Mumbai Indians,loser_Sunrisers Hyderabad
LMP Simmons-PA Patel,team_Mumbai Indians,106,winner_Mumbai Indians,loser_Sunrisers Hyderabad
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,81,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
CH Gayle-V Kohli,team_Royal Challengers Bangalore,29,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
G Gambhir-MS Bisla,team_Kolkata Knight Riders,25,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
PA Patel-S Dhawan,team_Sunrisers Hyderabad,89,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
F du Plessis-M Vijay,team_Chennai Super Kings,4,winner_Mumbai Indians,loser_Chennai Super Kings
RE Levi-SR Tendulkar,team_Mumbai Indians,69,winner_Mumbai Indians,loser_Chennai Super Kings
M Vijay-ML Hayden,team_Chennai Super Kings,41,winner_Deccan Chargers,loser_Chennai Super Kings
AC Gilchrist-MD Mishra,team_Deccan Chargers,32,winner_Deccan Chargers,loser_Chennai Super Kings
BB McCullum-G Gambhir,team_Kolkata Knight Riders,95,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
CH Gayle-TM Dilshan,team_Royal Challengers Bangalore,2,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
PA Patel-RG Sharma,team_Mumbai Indians,0,winner_Mumbai Indians,loser_Kings XI Punjab
M Vijay-M Vohra,team_Kings XI Punjab,20,winner_Mumbai Indians,loser_Kings XI Punjab
AC Gilchrist-HH Gibbs,team_Deccan Chargers,61,winner_Rajasthan Royals,loser_Deccan Chargers
GC Smith-YK Pathan,team_Rajasthan Royals,109,winner_Rajasthan Royals,loser_Deccan Chargers
LMP Simmons-MEK Hussey,team_Mumbai Indians,87,winner_Mumbai Indians,loser_Delhi Daredevils
KP Pietersen-M Vijay,team_Delhi Daredevils,43,winner_Mumbai Indians,loser_Delhi Daredevils
DA Warner-S Dhawan,team_Sunrisers Hyderabad,63,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
CH Gayle-V Kohli,team_Royal Challengers Bangalore,114,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
PA Reddy-S Dhawan,team_Sunrisers Hyderabad,2,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
AM Rahane-R Dravid,team_Rajasthan Royals,7,winner_Rajasthan Royals,loser_Sunrisers Hyderabad
Ankit Sharma-SR Watson,team_Rajasthan Royals,60,winner_Chennai Super Kings,loser_Rajasthan Royals
BB McCullum-DR Smith,team_Chennai Super Kings,20,winner_Chennai Super Kings,loser_Rajasthan Royals
G Gambhir-YK Pathan,team_Kolkata Knight Riders,46,winner_Chennai Super Kings,loser_Kolkata Knight Riders
MEK Hussey-R Ashwin,team_Chennai Super Kings,24,winner_Chennai Super Kings,loser_Kolkata Knight Riders
A Chopra-Salman Butt,team_Kolkata Knight Riders,4,winner_Kolkata Knight Riders,loser_Deccan Chargers
AC Gilchrist-HH Gibbs,team_Deccan Chargers,12,winner_Kolkata Knight Riders,loser_Deccan Chargers
JD Ryder-MD Mishra,team_Pune Warriors,22,winner_Chennai Super Kings,loser_Pune Warriors
M Vijay-MEK Hussey,team_Chennai Super Kings,19,winner_Chennai Super Kings,loser_Pune Warriors
DJ Harris-S Dhawan,team_Deccan Chargers,28,winner_Delhi Daredevils,loser_Deccan Chargers
DA Warner-V Sehwag,team_Delhi Daredevils,4,winner_Delhi Daredevils,loser_Deccan Chargers
MJ Lumb-NV Ojha,team_Rajasthan Royals,16,winner_Royal Challengers Bangalore,loser_Rajasthan Royals
JH Kallis-MK Pandey,team_Royal Challengers Bangalore,6,winner_Royal Challengers Bangalore,loser_Rajasthan Royals
CM Gautam-LMP Simmons,team_Mumbai Indians,12,winner_Kolkata Knight Riders,loser_Mumbai Indians
G Gambhir-RV Uthappa,team_Kolkata Knight Riders,50,winner_Kolkata Knight Riders,loser_Mumbai Indians
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,21,winner_Kings XI Punjab,loser_Delhi Daredevils
DA Warner-NV Ojha,team_Delhi Daredevils,52,winner_Kings XI Punjab,loser_Delhi Daredevils
CM Gautam-LMP Simmons,team_Mumbai Indians,16,winner_Chennai Super Kings,loser_Mumbai Indians
BB McCullum-DR Smith,team_Chennai Super Kings,29,winner_Chennai Super Kings,loser_Mumbai Indians
AC Gilchrist-VVS Laxman,team_Deccan Chargers,55,winner_Deccan Chargers,loser_Chennai Super Kings
M Vijay-ML Hayden,team_Chennai Super Kings,12,winner_Deccan Chargers,loser_Chennai Super Kings
AM Rahane-SS Tiwary,team_Rising Pune Supergiants,8,winner_Mumbai Indians,loser_Rising Pune Supergiants
PA Patel-RG Sharma,team_Mumbai Indians,39,winner_Mumbai Indians,loser_Rising Pune Supergiants
BB McCullum-G Gambhir,team_Kolkata Knight Riders,113,winner_Kolkata Knight Riders,loser_Pune Warriors
MJ Clarke-RV Uthappa,team_Pune Warriors,10,winner_Kolkata Knight Riders,loser_Pune Warriors
AC Gilchrist-Mandeep Singh,team_Kings XI Punjab,19,winner_Chennai Super Kings,loser_Kings XI Punjab
M Vijay-MEK Hussey,team_Chennai Super Kings,139,winner_Chennai Super Kings,loser_Kings XI Punjab
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,38,winner_Mumbai Indians,loser_Delhi Daredevils
TM Dilshan-V Sehwag,team_Delhi Daredevils,38,winner_Mumbai Indians,loser_Delhi Daredevils
AJ Finch-RV Uthappa,team_Pune Warriors,83,winner_Kings XI Punjab,loser_Pune Warriors
AC Gilchrist-Mandeep Singh,team_Kings XI Punjab,4,winner_Kings XI Punjab,loser_Pune Warriors
CH Gayle-V Kohli,team_Royal Challengers Bangalore,119,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
M Vijay-M Vohra,team_Kings XI Punjab,6,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
G Gambhir-V Sehwag,team_Delhi Daredevils,1,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
JH Kallis-RV Uthappa,team_Royal Challengers Bangalore,2,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
PA Patel-S Dhawan,team_Sunrisers Hyderabad,28,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
AC Gilchrist-Mandeep Singh,team_Kings XI Punjab,1,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
AC Gilchrist-VVS Laxman,team_Deccan Chargers,43,winner_Deccan Chargers,loser_Kings XI Punjab
MS Bisla-RS Bopara,team_Kings XI Punjab,10,winner_Deccan Chargers,loser_Kings XI Punjab
RR Rossouw-YV Takawale,team_Royal Challengers Bangalore,2,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
DR Smith-F du Plessis,team_Chennai Super Kings,57,winner_Chennai Super Kings,loser_Royal Challengers Bangalore
AC Gilchrist-VVS Laxman,team_Deccan Chargers,22,winner_Rajasthan Royals,loser_Deccan Chargers
GC Smith-Kamran Akmal,team_Rajasthan Royals,14,winner_Rajasthan Royals,loser_Deccan Chargers
HM Amla-M Vijay,team_Kings XI Punjab,60,winner_Rising Pune Supergiants,loser_Kings XI Punjab
AM Rahane-UT Khawaja,team_Rising Pune Supergiants,35,winner_Rising Pune Supergiants,loser_Kings XI Punjab
JR Hopes-K Goel,team_Kings XI Punjab,34,winner_Rajasthan Royals,loser_Kings XI Punjab
Kamran Akmal-M Kaif,team_Rajasthan Royals,6,winner_Rajasthan Royals,loser_Kings XI Punjab
J Arunkumar-V Kohli,team_Royal Challengers Bangalore,4,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
JR Hopes-SE Marsh,team_Kings XI Punjab,42,winner_Kings XI Punjab,loser_Royal Challengers Bangalore
DA Warner-V Sehwag,team_Delhi Daredevils,35,winner_Chennai Super Kings,loser_Delhi Daredevils
ML Hayden-PA Patel,team_Chennai Super Kings,21,winner_Chennai Super Kings,loser_Delhi Daredevils
JR Hopes-SE Marsh,team_Kings XI Punjab,1,winner_Kings XI Punjab,loser_Mumbai Indians
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,36,winner_Kings XI Punjab,loser_Mumbai Indians
DPMD Jayawardene-SE Marsh,team_Kings XI Punjab,1,winner_Deccan Chargers,loser_Kings XI Punjab
AC Gilchrist-MD Mishra,team_Deccan Chargers,13,winner_Deccan Chargers,loser_Kings XI Punjab
BJ Hodge-MK Tiwary,team_Kolkata Knight Riders,0,winner_Kolkata Knight Riders,loser_Deccan Chargers
AC Gilchrist-VVS Laxman,team_Deccan Chargers,61,winner_Kolkata Knight Riders,loser_Deccan Chargers
AC Gilchrist-Mandeep Singh,team_Kings XI Punjab,0,winner_Rajasthan Royals,loser_Kings XI Punjab
AM Rahane-R Dravid,team_Rajasthan Royals,5,winner_Rajasthan Royals,loser_Kings XI Punjab
AC Gilchrist-HH Gibbs,team_Deccan Chargers,63,winner_Deccan Chargers,loser_Mumbai Indians
SR Tendulkar-ST Jayasuriya,team_Mumbai Indians,4,winner_Deccan Chargers,loser_Mumbai Indians
M Vijay-MEK Hussey,team_Chennai Super Kings,77,winner_Chennai Super Kings,loser_Rajasthan Royals
R Dravid-SR Watson,team_Rajasthan Royals,27,winner_Chennai Super Kings,loser_Rajasthan Royals
BB McCullum-M Klinger,team_Kochi Tuskers Kerala,6,winner_Kochi Tuskers Kerala,loser_Kolkata Knight Riders
EJG Morgan-JH Kallis,team_Kolkata Knight Riders,69,winner_Kochi Tuskers Kerala,loser_Kolkata Knight Riders
KC Sangakkara-S Dhawan,team_Deccan Chargers,37,winner_Kolkata Knight Riders,loser_Deccan Chargers
BB McCullum-G Gambhir,team_Kolkata Knight Riders,16,winner_Kolkata Knight Riders,loser_Deccan Chargers
AM Rahane-SR Watson,team_Rajasthan Royals,10,winner_Royal Challengers Bangalore,loser_Rajasthan Royals
CH Gayle-TM Dilshan,team_Royal Challengers Bangalore,53,winner_Royal Challengers Bangalore,loser_Rajasthan Royals
BB McCullum-VVS Laxman,team_Kochi Tuskers Kerala,0,winner_Pune Warriors,loser_Kochi Tuskers Kerala
GC Smith-JD Ryder,team_Pune Warriors,31,winner_Pune Warriors,loser_Kochi Tuskers Kerala
DR Smith-SR Tendulkar,team_Mumbai Indians,40,winner_Mumbai Indians,loser_Chennai Super Kings
M Vijay-MEK Hussey,team_Chennai Super Kings,9,winner_Mumbai Indians,loser_Chennai Super Kings
JD Ryder-MK Pandey,team_Pune Warriors,0,winner_Delhi Daredevils,loser_Pune Warriors
DPMD Jayawardene-V Sehwag,team_Delhi Daredevils,22,winner_Delhi Daredevils,loser_Pune Warriors
DA Warner-S Dhawan,team_Sunrisers Hyderabad,0,winner_Rising Pune Supergiants,loser_Sunrisers Hyderabad
AM Rahane-F du Plessis,team_Rising Pune Supergiants,0,winner_Rising Pune Supergiants,loser_Sunrisers Hyderabad
M Vijay-MP Stoinis,team_Kings XI Punjab,65,winner_Kings XI Punjab,loser_Gujarat Lions
BB McCullum-DR Smith,team_Gujarat Lions,13,winner_Kings XI Punjab,loser_Gujarat Lions
G Gambhir-V Sehwag,team_Delhi Daredevils,0,winner_Delhi Daredevils,loser_Chennai Super Kings
ML Hayden-PA Patel,team_Chennai Super Kings,57,winner_Delhi Daredevils,loser_Chennai Super Kings
AC Gilchrist-Mandeep Singh,team_Kings XI Punjab,2,winner_Kings XI Punjab,loser_Mumbai Indians
AP Tare-GJ Maxwell,team_Mumbai Indians,0,winner_Kings XI Punjab,loser_Mumbai Indians
MS Bisla-SE Marsh,team_Kings XI Punjab,3,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
JH Kallis-MK Pandey,team_Royal Challengers Bangalore,28,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
JH Kallis-SP Goswami,team_Royal Challengers Bangalore,15,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
BJ Hodge-MK Tiwary,team_Kolkata Knight Riders,101,winner_Kolkata Knight Riders,loser_Royal Challengers Bangalore
AC Gilchrist-PC Valthaty,team_Kings XI Punjab,32,winner_Kolkata Knight Riders,loser_Kings XI Punjab
EJG Morgan-JH Kallis,team_Kolkata Knight Riders,5,winner_Kolkata Knight Riders,loser_Kings XI Punjab
